,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max,0_percentage,nan_percentage,auc,ks,psi
feature205,23077.0,44.32713236443006,195.59557643805175,0.0,0.0,0.0,0.0,10.84230398,35.82674358,160.9321455,555.7143540600077,15016.82738,0.36307295029051,0.00680008607703895,0.546936836660963,0.08323623612744269,0.007693677755370959
feature206,23077.0,0.013472659321055626,0.019952623007969166,0.0,0.0,0.0,0.00147167,0.007874016,0.017492711,0.046511628,0.08977741404,0.489795918,0.2342156229825694,0.00680008607703895,0.5448644252841233,0.0751507432528501,0.008406227676850593
feature207,23077.0,0.009139832907353576,0.012797781004978314,0.0,0.0,0.0,0.000783453,0.005525389,0.012133145,0.031426968,0.058925565,0.238377867,0.2342156229825694,0.00680008607703895,0.5287015226247322,0.0700549923183339,0.006686907248250542
feature208,23077.0,0.36761954447328526,0.716429019079866,0.0,0.0,0.0,0.0,0.12173913,0.511138445,1.3894379650000004,2.8673569188000276,30.9047619,0.4766085646653755,0.00680008607703895,0.5392990541146477,0.09102148954960254,0.008957592284293584
feature209,23077.0,0.005215720185379387,0.017139916923838133,0.0,0.0,0.0,0.0,0.00035113099999999997,0.003877593,0.023347061800000013,0.07301867296000002,0.471404521,0.4766085646653755,0.00680008607703895,0.5446983851479416,0.09107055244823858,0.009079797084317541
feature210,23077.0,3.1419595268015774,6.766628819646581,0.0,0.0,0.0,0.0,2.0,4.0,10.0,20.0,378.0,0.26374004734237144,0.00680008607703895,0.551637799659163,0.08524827010045066,0.008210898916465864
feature211,23077.0,0.014751873248342526,0.022134950366694828,0.0,0.0,0.0,0.0,0.00877193,0.019178082,0.051282050999999995,0.09955555580000094,0.527472527,0.26374004734237144,0.00680008607703895,0.5509429998348792,0.08474839289423586,0.009616867481562185
feature212,23077.0,0.010410184891017076,0.015427712908404598,0.0,0.0,0.0,0.0,0.006469007,0.013864838999999999,0.034918853,0.06615283076000046,0.471404521,0.26374004734237144,0.00680008607703895,0.5361503629471165,0.08217167135540482,0.00725644204724811
feature213,23077.0,0.24789953840602935,0.2856162633661001,0.0,0.0,0.0,0.0,0.166666667,0.333333333,1.0,1.0,1.0,0.37490854314611577,0.00680008607703895,0.49357247809874083,0.013617366554832366,0.006653804258706726
feature214,23077.0,0.012819275830263918,0.0468247293217207,0.0,0.0,0.0,0.0,0.0,0.00764526,0.057142857000000005,0.2021884500800004,1.0,0.5707338067570475,0.00680008607703895,0.4826828721693938,0.0,0.003236441461262529
feature215,23077.0,0.011470286824023972,0.036698423685183126,0.0,0.0,0.0,0.0,0.0,0.007727943,0.05237828,0.1753048013200022,0.471404521,0.5707768452765225,0.00680008607703895,0.48315712561685886,0.0,0.0017899214367658094
feature216,23077.0,0.01884970646639507,0.051057214389485094,0.0,0.0,0.0,0.0,0.0,0.012825423,0.10031580600000005,0.27649115220000087,0.471404521,0.571121153432322,0.00680008607703895,0.4853215003452608,0.0,0.0020531971173559363
feature217,23077.0,0.003980990548598182,0.011277363654255038,0.0,0.0,0.0,0.0,0.0,0.00440565,0.016521686000000018,0.0444872170400003,0.471404521,0.5480525069937594,0.00680008607703895,0.5058305292839966,0.030721621482376782,0.0009322833156166889
feature218,23077.0,29.88118539412175,73.10774511279726,0.0,0.0,0.0,0.0,0.0,28.00396797,147.94969026000004,355.3157584280077,1456.6399689999998,0.548310738110609,0.00680008607703895,0.5071592781946456,0.026937606739112274,0.0010007060172614794
feature219,23077.0,0.9015635821257106,2.1093240555059674,0.0,0.0,0.0,0.0,0.0,0.975882693,4.236123773000001,9.574961441680017,47.57078335,0.548310738110609,0.00680008607703895,0.5039007006982952,0.023546714160280757,0.00152775050936886
feature220,23077.0,0.00921250283758719,0.015798179507126826,0.0,0.0,0.0,0.000489685,0.005545936,0.011637917,0.03059871420000001,0.06358951768000023,0.471404521,0.24420055950075317,0.00680008607703895,0.48902807945240345,0.024333304387133325,0.0009971760186157329
feature221,23077.0,0.005463419156042821,0.02795925393421304,0.0,0.0,0.0,0.0,0.0,0.001074114,0.025,0.09121856884000207,1.0,0.7328168710996342,0.00680008607703895,0.4779784683964842,0.0,0.002376083333605017
feature222,23077.0,0.005612978232135902,0.024010554049278706,0.0,0.0,0.0,0.0,0.0,0.0013918479999999998,0.027729677999999997,0.09349016480000163,0.471404521,0.7328168710996342,0.00680008607703895,0.47910166287726325,0.0,0.002306216703855933
feature223,23077.0,358.97257009143306,1175.3088568091339,0.0,0.0,0.0,0.0,93.0,359.0,1497.2000000000007,3645.8400000000256,126842.0,0.2519474930062406,0.00680008607703895,0.5280406481108781,0.07540084570237227,0.2544371242009705
feature224,23077.0,0.022609602076049798,0.03856196735008464,0.0,0.0,0.0,0.0,0.00862069,0.02640264,0.09797041600000006,0.18137099116000094,1.0,0.2515171078114913,0.00680008607703895,0.5132852407695757,0.07293690511235407,0.5677279444274351
feature225,23077.0,0.015756304407071934,0.035360653441878845,0.0,0.0,0.0,0.0,0.00441913,0.016463415,0.06807901280000002,0.15478749776000122,1.0,0.2519474930062406,0.00680008607703895,0.507174525013795,0.06966234348798794,0.31003563231786047
feature226,23077.0,0.029453840946916738,0.037355826898696154,0.0,0.0,0.0,0.006379585,0.016759777,0.037313433,0.10810810800000001,0.17536380584000005,1.0,0.1457284269421132,0.00680008607703895,0.5135631606992892,0.04449262135876375,0.6704726549379609
feature227,23077.0,0.014393217977120046,0.017978478462015793,0.0,0.0,0.0,0.003522615,0.009208336,0.018856181,0.046217175800000024,0.08240514928000009,0.471404521,0.14577146546158812,0.00680008607703895,0.5019585381185954,0.041659625822122126,0.2996088597686306
feature228,23077.0,0.009765204624777892,0.023565725128842453,0.0,0.0,0.0,0.0,0.003021824,0.010836886,0.03973497740000001,0.0913746980000005,0.471404521,0.397546804389929,0.00680008607703895,0.5263241839674827,0.07643469837422479,0.21690734928821587
feature229,23077.0,15.739071410436493,37.19045464502147,0.0,0.0,0.0,0.0,5.185449729,17.20329953,65.62942396600009,154.9790484080004,1273.735015,0.398149343662578,0.00680008607703895,0.5379470117053698,0.07641756732130589,0.10899679213760738
feature230,23077.0,0.45822802078615044,0.8355667553851265,0.0,0.0,0.0,0.0,0.233669729,0.611203406,1.6777564222000003,3.6291608372800064,23.65032047,0.398149343662578,0.00680008607703895,0.5312151177809952,0.07605916239164068,0.11188940813566914
feature231,23077.0,0.24896642122204013,0.5275929639588474,0.0,0.0,0.0,0.0,0.089955181,0.297084256,0.9969985084000006,2.3267746762400034,20.02228515,0.398149343662578,0.00680008607703895,0.5325244781992332,0.07528480603042187,0.11840122900849284
feature232,23077.0,0.012257867086579726,0.03865005355823384,0.0,0.0,0.0,0.0,0.001538725,0.010592268,0.05431598360000005,0.138163062560001,1.0,0.398149343662578,0.00680008607703895,0.522663936985397,0.07487085716615982,0.19271363200343455
feature233,23077.0,0.5986046713177623,4.514757273768337,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,311.0,0.8502259522272434,0.00680008607703895,0.47822411058249403,0.00037105751391465676,0.0028821674007504725
feature234,23077.0,0.015796725727174218,0.02168951159680665,0.0,0.0,0.0,0.0029524670000000003,0.009929877,0.020518088,0.0523136396,0.094280904,0.471404521,0.20318485044114482,0.00680008607703895,0.5217565555405667,0.06394557823129254,0.41072456306530103
feature235,23077.0,320.76829743900856,363.6076838558145,0.0,1.0,12.0,84.0,206.0,426.0,1019.0,1728.4800000000032,4048.0,0.008349472778136432,0.00680008607703895,0.5665623693211059,0.10493561837184362,0.0042705295546653825
feature236,23077.0,0.0688005133990122,0.09284599978596735,0.0,0.0,0.0039888052,0.017791944,0.037278451000000004,0.075826742,0.2794424884000004,0.471404521,0.471404521,0.030815579944049924,0.00680008607703895,0.4582053829372893,0.015874005019890003,0.0029585110933889438
feature237,23077.0,2795.2644373680137,3815.3570113252495,0.0,7.40870359,121.00299651999998,646.9482205,1579.8588539999998,3427.482296,9514.106209600002,18538.233942800056,65006.37172,0.008435549817086292,0.00680008607703895,0.5393016028366547,0.06202502517318109,0.004645687550357775
feature238,23077.0,26.604241386655413,51.33977613226777,0.0,0.42580357135999997,2.2410796875999996,6.8917862020000005,14.00074011,28.76037005,87.46552705800009,206.7908167360012,3412.429352,0.008435549817086292,0.00680008607703895,0.4603039733301729,0.007300959830502607,0.0030104879847950524
feature239,23077.0,0.08604320395749013,0.1312785421581973,0.0,0.0,0.0025291958,0.016100545,0.038785176,0.09327273,0.4138899934000001,0.5367524732800004,2.964837488,0.030987734021949646,0.00680008607703895,0.4679756538791822,0.016284713366171766,0.001666735303181767
feature240,23077.0,0.8357255449261167,0.18221298083505558,0.0,0.04020691444,0.464568287,0.787297743,0.8955516790000001,0.955114955,0.9952245821999999,1.0,1.0,0.008435549817086292,0.00680008607703895,0.5080902626257772,0.03380999896412651,0.001238176020499713
feature241,23077.0,0.08568141407436024,0.1020054787133633,0.0,0.0,0.003472802599999999,0.021753848,0.049463771,0.10384884,0.3399882848000001,0.471404521,0.471404521,0.030901656982999785,0.00680008607703895,0.4689357210489301,0.017002142200846948,0.002801931215818863
feature242,23077.0,33.66314795987898,43.829483063351496,0.0,0.471404521,2.8674417560000003,10.03327796,20.28683207,40.00277768,108.66298542000003,218.7987406,714.8250757000001,0.009081127609210243,0.00680008607703895,0.5176512652857327,0.04052096606030753,0.00375737551993248
feature243,23077.0,0.04599533599393352,0.07473174959953327,0.0,0.0,0.0030847178,0.012885987,0.025331639,0.047723840999999996,0.136270076,0.4605415782800001,0.471404521,0.02948138584032709,0.00680008607703895,0.48799691204123685,0.020795878498052645,0.03561001599251571
feature244,23077.0,66.16464273060737,41.03565766577703,0.0,11.253333330799997,27.906645522,43.74366197,57.81395349,77.6627907,130.53542046,207.7525549560006,1449.0,0.009081127609210243,0.00680008607703895,0.5403025951997734,0.06875124819109008,0.0019693084581224765
feature245,23077.0,2634.186903381926,3262.788839239048,0.0,8.671673295279998,173.60653466,739.7230712999999,1613.758415,3281.5354469999997,8359.384767800002,15943.484318000083,76017.95767,0.009081127609210243,0.00680008607703895,0.5347704939550686,0.06251503518419699,0.006622978066216483
feature246,23077.0,0.06029430785678374,0.10485923342987433,0.0,0.0,0.0021441457999999995,0.012352668,0.028341931,0.063811003,0.2332123496000001,0.47689092284000006,6.759229034,0.029782655476651602,0.00680008607703895,0.4920470588749322,0.022088317222679454,0.027512249349210018
feature247,23077.0,0.747224393266141,0.26723625096711573,0.0,0.0,0.0,0.625,0.833333333,0.957446809,1.0,1.0,1.0,0.05431461157736174,0.00680008607703895,0.4842216357734252,0.007157466781504862,0.0014661691580449539
feature248,23077.0,1228.6272479091735,3746.629634742917,0.0,0.0,0.0,17.0,196.0,946.0,5529.600000000002,15052.12000000002,151631.0,0.21441790402410157,0.00680008607703895,0.49528894224213627,0.015451536142061406,0.00243768454215541
feature249,23077.0,0.043826059645491154,0.08152315609452468,0.0,0.0,0.0,0.00113906,0.012951893,0.049918315,0.19331268000000004,0.3948056464800021,1.0,0.21441790402410157,0.00680008607703895,0.46964087960765705,0.01484319260928868,0.004682500985735067
feature250,23077.0,0.837678642393507,0.7766789138964557,0.0,0.0,0.0,0.423214701,1.01906011,1.099774636,1.387705114,2.0416505566000014,50.21052632,0.21441790402410157,0.00680008607703895,0.5138374760078785,0.0340427883091578,0.0013392350116464182
feature251,23077.0,11.995493348355506,21.851695576179484,0.0,0.0,0.0,1.0,5.0,14.0,47.0,98.0,643.0,0.16673122444587907,0.00680008607703895,0.5020667677781097,0.017820300170272807,0.004165573927258075
feature252,23077.0,0.8652820907608509,0.4684659626339342,0.0,0.0,0.0,0.861559999,1.024616087,1.085121378,1.2724190326000002,1.6107017410800024,11.03386454,0.1672046481601033,0.00680008607703895,0.5117180498125871,0.024352565443443885,0.024175175085292887
feature253,23077.0,0.023441382327772393,0.07242227837467272,0.0,0.0,0.0,0.0,0.0,0.004360333,0.15713484,0.471404521,0.471404521,0.7246395523993975,0.00680008607703895,0.5066025098722017,0.021578154102650515,0.0014665770523815457
feature254,23077.0,1141.0533864887118,3551.1257151230775,0.0,0.0,0.0,0.0,135.0,825.0,5390.800000000003,15592.920000000053,140951.0,0.32059393156875404,0.00680008607703895,0.5130813976244818,0.041556693863351035,0.002199401002219667
feature255,23077.0,1.0310276237928202,5.105334207254627,0.0,0.0,0.0,0.0,0.0,0.471404521,3.8924262390001236,16.51934892,199.8755168,0.645491715085001,0.00680008607703895,0.4743548683958289,0.0001748059193704511,0.0026423455086231947
feature256,23077.0,294.4029119902934,333.48120067429215,0.0,14.0,39.0,103.0,190.0,350.0,924.0,1656.0,4630.0,0.0013341941037228319,0.00680008607703895,0.53686111959168,0.09512012581948237,0.0017118565581311818
feature257,23077.0,22.445809750227834,36.18852502817733,0.0,0.8164965809999999,1.8856180830000002,5.715476066,11.43095213,24.055491399999998,79.61713942,175.82228482800164,777.3807876,0.0023671185711211535,0.00680008607703895,0.4859267398987321,0.02488936270844677,0.0033949046651069173
feature258,23077.0,0.8622756495754571,0.0818584128454527,0.0,0.622078078,0.7263576850000001,0.822916667,0.875,0.9174377220000001,0.9608140307999999,0.9855880107200001,1.0,0.0013341941037228319,0.00680008607703895,0.46760997598921816,0.012649726039691944,0.167937293665788
feature259,23077.0,0.03817815931208561,0.04895819267002288,0.0,0.0018888246,0.0053725527999999995,0.014804966999999999,0.026650688,0.04496249099999999,0.09609241199999999,0.3376761308400071,0.471404521,0.004131697869593286,0.00680008607703895,0.47029289731253654,0.004712350324024395,0.011251101869973884
feature260,23077.0,0.43185156349924136,0.440769528888391,0.0,0.0,0.0,0.0,0.245614035,1.0,1.0,1.0,1.0,0.32851301915214115,0.00680008607703895,0.4825058088105314,0.0016395382516750656,0.0016995602964009213
feature261,23077.0,26402.8482905057,38615.05705022364,0.0,0.0,0.0,2730.0,14488.0,34230.0,95063.00000000007,180913.40000000029,889486.0,0.17254142457499463,0.00680008607703895,0.5495264838614011,0.08705649733867904,0.0058341243122349345
feature262,23077.0,0.06209794982307129,0.11629659368854045,0.0,0.0,0.0,0.006543984,0.021819921000000003,0.048479205,0.4321509256000001,0.471404521,0.471404521,0.1894125242091672,0.00680008607703895,0.5106754313575459,0.04823929732462473,0.025693358997545157
feature263,23077.0,16.821496532351052,40.77053825817795,0.0,0.0,0.0,3.021328768,8.63372895,19.48472019,54.88231535000004,129.2870034160001,3421.9182990000004,0.17254142457499463,0.00680008607703895,0.5050130631105441,0.04188025412214824,0.005157201306520759
feature264,23077.0,0.07474901314421281,0.14047677866677935,0.0,0.0,0.0,0.0054282359999999995,0.023040402,0.063465667,0.47140452099999997,0.50444842028,6.608435035,0.18962771680654186,0.00680008607703895,0.5107303199064838,0.051635742476400126,0.016389956612910334
feature265,23077.0,0.07354836182090399,0.11951829702603341,0.0,0.0,0.0,0.006545616999999999,0.02864082,0.071501238,0.4372444808,0.471404521,0.471404521,0.18958467828706693,0.00680008607703895,0.5005227701913854,0.049883059172768585,0.009084308606299161
feature266,23077.0,31.03652987823374,82.75473345615931,0.0,0.0,0.0,3.0,10.0,28.0,122.0,335.2400000000016,2989.0,0.1029481385840327,0.00680008607703895,0.4833660115904954,0.01610943411271437,0.003782648929955674
feature267,23077.0,6.453759324276611,21.51476534600044,0.0,0.0,0.0,0.8164965809999999,2.054804668,5.436502142999999,23.37804127000004,72.12014647680002,906.9856057,0.11151280395954379,0.00680008607703895,0.4707090034879261,0.013269338564767308,0.0033932441227473636
feature268,23077.0,17.614149497906467,28.114952483850274,0.0,0.471404521,1.699673171,4.921607687,9.741092797,18.90913947,58.38454823200002,138.55892006000175,713.5072997000001,0.003313965999569615,0.00680008607703895,0.48207660402454133,0.015865812699153103,0.0030921261750918925
feature269,23077.0,0.8663204378846884,0.08568805814368753,0.0,0.61977142856,0.728208696,0.8275862070000001,0.8804780879999999,0.922077922,0.9658203046,0.9895418848800002,1.0,0.002108887454271573,0.00680008607703895,0.4610257076845243,0.010176537229819482,0.26745344119250464
feature270,23077.0,0.04333278710776962,0.0595284941771478,0.0,0.00130779936,0.0058722644000000004,0.016551731,0.028914684,0.048516088,0.1079131774,0.4142266876800001,0.471404521,0.008220357219711642,0.00680008607703895,0.48236947949088915,0.008220192832665951,0.0261256709763124
feature271,23077.0,0.6229737346767438,0.2966160246603228,0.0,0.0,0.125,0.384615385,0.625,1.0,1.0,1.0,1.0,0.03744351194318916,0.00680008607703895,0.512602693016083,0.029495103631947073,0.004645379469361796
feature272,23077.0,0.19868530411204305,0.17208028692877236,0.0,0.0,0.0,0.0,0.21872244100000002,0.329983165,0.47140452099999997,0.471404521,0.471404521,0.3166774262965354,0.00680008607703895,0.4791743105570433,0.0,0.005922026822460664
feature273,23077.0,0.09003977631134853,0.13193581455773826,0.0,0.0,0.0,0.018691588999999998,0.049822064000000006,0.10924369699999999,0.31269968180000013,0.6488545432000064,2.75,0.09429739616957176,0.00680008607703895,0.5107753594653801,0.031220606635888992,0.0013684565974837715
feature274,23077.0,0.052793129085452785,0.08472590146587519,0.0,0.0,0.0,0.010764247,0.027282032,0.059353857999999995,0.19073200480000008,0.4530560465200001,1.817440528,0.09438347320852163,0.00680008607703895,0.492614732086535,0.02749912660758369,0.001163171971599672
feature275,23077.0,83.55091325842368,78.51339339251142,0.0,0.0,0.0,40.54545455,68.05882353,107.16666670000001,208.37101446000017,361.2584615440017,2133.666667,0.09451258876694642,0.00680008607703895,0.5025957550306765,0.03169492380140426,0.002298049920074473
feature276,23077.0,450.13638877252583,859.0767333640789,0.0,0.0,0.0,63.88183536,198.7667533,502.8348525,1678.0182424000009,3781.4244238400233,43079.11887,0.09451258876694642,0.00680008607703895,0.5352236112150323,0.06341111122641041,0.003352912317882978
feature277,23077.0,40.94953397252522,56.95425829605213,0.0,0.0,0.0,11.82323431,27.17975771,51.6935414,122.84277939999998,235.28905972400088,2715.9837390000002,0.09451258876694642,0.00680008607703895,0.4925731333023482,0.026658885782482322,0.0013675902089520628
feature278,23077.0,0.5015688552292762,0.5690673799027957,0.0,0.0,0.0,0.161556006,0.357533263,0.64473765,1.4849842948000007,2.7534530144400033,12.28133624,0.09455562728642135,0.00680008607703895,0.4995311534842213,0.026827520153564155,0.0025543987717091023
feature279,23077.0,0.06658958099575334,0.10759051487053713,0.0,0.0,0.0,0.010546988,0.03084686,0.07549831,0.2637836762000002,0.4873085344800014,1.549039239,0.09455562728642135,0.00680008607703895,0.49783781899304,0.026707948681118365,0.0015207863877134172
feature280,23077.0,0.04960519811652288,0.07458747965490904,0.0,0.0,0.0,0.010695187,0.027972028,0.059405941,0.16923076899999998,0.355714285760003,2.0,0.1131052291801162,0.00680008607703895,0.5564042557103661,0.0886643040013661,0.0114100995829167
feature281,23077.0,67.11473529262871,88.36982647947248,0.0,0.0,0.0,26.36842105,48.16666667,80.63636364,189.5,400.87333330800027,2667.0,0.11327738325801592,0.00680008607703895,0.5373150833914533,0.07150111897998679,0.005013206222069716
feature282,23077.0,333.9424469276743,747.8864488788537,0.0,0.0,0.0,32.60197676,120.02592309999999,350.49964339999997,1322.8906894000006,3029.7795746000056,30621.01489,0.11332042177749085,0.00680008607703895,0.5604038195147998,0.10052117724013088,0.006345226577317878
feature283,23077.0,1.0795274443016334,1.2840138769554987,0.0,0.0,0.0,0.44063035100000003,0.8422970329999999,1.333290824,2.8670928606,5.836757973080008,44.92444963,0.11327738325801592,0.00680008607703895,0.5170655143530369,0.057020172588531204,0.0069132432930555255
feature284,23077.0,68.70811493066779,92.89926712138798,0.0,0.0,0.0,0.0,49.0,94.93548387,217.67619050000002,411.42400000000015,3174.5,0.2961050139875188,0.00680008607703895,0.5356135383743778,0.08424744158374664,0.004189130802356035
feature285,23077.0,214.75839278477355,509.76589859603024,0.0,0.0,0.0,0.0,60.27160747,212.8917304,905.2276302000013,2260.6056284000106,11561.921190000001,0.2961050139875188,0.00680008607703895,0.5480371563617285,0.08412169856301233,0.0031863354662838624
feature286,23077.0,0.033710189702561184,0.06757780180728315,0.0,0.0,0.0,0.0,0.00947301,0.037260077999999995,0.1446190510000001,0.32604811304000036,1.0,0.2961050139875188,0.00680008607703895,0.5443694543677722,0.0843825966707501,0.003324843915350392
feature287,23077.0,0.02378350800884004,0.046455258038626254,0.0,0.0,0.0,0.0,0.008059164,0.026540225,0.09854977220000005,0.23229441332000025,0.471404521,0.2961050139875188,0.00680008607703895,0.5346998124322655,0.08431208809694024,0.002888839222657675
feature288,23077.0,58.39744881190434,103.80750400610994,0.0,0.0,0.0,0.0,36.31168831,72.44444444,193.0,440.7333333080027,3096.5,0.28538842263826125,0.00680008607703895,0.5521844732219433,0.0914730866789405,0.012736403440538401
feature289,23077.0,0.9241826459699767,1.4659151559774943,0.0,0.0,0.0,0.0,0.630629486,1.207915245,2.9103113806000023,6.58915414820006,35.91473893,0.28538842263826125,0.00680008607703895,0.5401912797661148,0.08853118789196845,0.01310417980703987
feature290,23077.0,0.4782569666853124,0.8654031906968527,0.0,0.0,0.0,0.0,0.241560415,0.5667711,1.7442503436000005,4.0320846075600425,19.86405238,0.28538842263826125,0.00680008607703895,0.5301074705044595,0.08391958490785179,0.012465835432901681
feature291,23077.0,0.02142575291862042,0.02231497014303202,0.0,0.0,0.0,0.006493506,0.015957447,0.030201342000000003,0.06100191140000001,0.1,0.666666667,0.14250053798149342,0.00680008607703895,0.5658668868034274,0.09759835745789736,0.009996626147663654
feature292,23077.0,0.010304727136066179,0.022785692649935078,0.0,0.0,0.0,0.0,0.003452549,0.011785113,0.04154842180000004,0.09725418104000001,0.471404521,0.39707338067570475,0.00680008607703895,0.5551586042397262,0.09873115515909581,0.013404867083032406
feature293,23077.0,51.67728452835932,97.86400821476394,0.0,0.0,0.0,0.0,27.0,69.0,181.76923076000008,400.0,2832.5,0.3974176888315042,0.00680008607703895,0.5485100080120897,0.09070351827406375,0.010471959778995586
feature294,23077.0,0.4027371921230224,0.8244075093500618,0.0,0.0,0.0,0.0,0.15969229699999998,0.492831339,1.5576355590000006,3.6188927372400213,31.90190369,0.39746072735097915,0.00680008607703895,0.5349514077046774,0.08960268882889688,0.011238691752762087
feature295,23077.0,0.05342392635121513,0.03932803376059428,0.0,0.0,0.0090844404,0.027027027000000002,0.045886076,0.07068803,0.12195122,0.181818182,1.0,0.02173445233483968,0.00680008607703895,0.5438656357450252,0.07773409146889954,0.002956760426862309
feature296,23077.0,9.100978398355473,32.34456306636575,0.0,0.0,0.0,0.0,0.0,4.4969125210000005,47.21958154000001,123.30129126800009,1612.014544,0.6510436840972671,0.00680008607703895,0.5177319960553065,0.04603494407102632,0.0024471622403987774
feature297,23077.0,0.024702331522554896,0.047355360181425755,0.0,0.0,0.0,0.0,0.011824764,0.02932258,0.0874915358,0.214513755160001,1.4142135619999998,0.2663223585108672,0.00680008607703895,0.5303163655806744,0.06522028513281297,0.00981644377818853
feature298,23077.0,30.22699039822921,55.649694562689604,0.0,0.0,0.0,0.0,15.25341492,36.19736025,108.24477078000004,246.00959429600002,1454.782592,0.2665805896277168,0.00680008607703895,0.5190698475445522,0.05728491198443675,0.006559667384083524
feature299,23077.0,0.9142853528057788,2.412184455704107,0.0,0.0,0.0,0.0,0.727896606,1.2243608259999998,2.617393288800002,5.183728620840009,324.5,0.2665375511082419,0.00680008607703895,0.5183932164671473,0.061353582565576326,0.007240938641378391
feature300,23077.0,0.034817553541578186,0.06751045288399422,0.0,0.0,0.0,0.0,0.012831861000000002,0.03896677,0.14109458740000003,0.3366910071200007,1.4142135619999998,0.2665375511082419,0.00680008607703895,0.5298641767837277,0.06363853005006959,0.00813234876752794
feature301,23077.0,0.05533543203375658,0.04379221396048175,0.0,0.0,0.007347554199999999,0.027777778,0.047058824000000006,0.072423398,0.12638625720000005,0.2,1.0,0.037830858618463525,0.00680008607703895,0.5541983277106706,0.09434651586970855,0.004316549593552802
feature302,23077.0,6.401698661004463,6.050469015557189,0.0,2.0,3.0,3.0,5.0,8.0,15.0,26.0,195.0,0.001506348181622552,0.00680008607703895,0.5362464406642042,0.058262110207103646,0.009217782495612826
feature303,23077.0,0.7379621076125974,1.1506169499800685,0.0,0.0,0.0,0.0,0.471404521,0.942809042,2.624669291,4.642796092,41.52910626,0.3985366903378524,0.00680008607703895,0.525692483218031,0.038868502147025225,0.009815076304477423
feature304,23077.0,30056.05338648871,35711.03259667431,0.0,117.0,1348.8,7752.0,18549.0,39107.0,97095.40000000004,172282.44,525378.0,0.005035506778566817,0.00680008607703895,0.5588012468348058,0.09126126967499615,0.0031120336855821754
feature305,23077.0,31.666251524473285,43.99554653280974,0.0,0.471404521,2.054804668,8.259674462000001,18.23915203,38.42163742,104.91117906000002,204.68146259600044,1007.849526,0.005724123090165698,0.00680008607703895,0.5432733491608971,0.07887826739334369,0.002813057164606231
feature306,23077.0,3133.6647295313096,4152.80129371468,0.0,32.5252720916,175.48610761999998,773.8117772999999,1797.655696,3864.721033,10540.355076,20403.935575200077,68304.93556,0.005035506778566817,0.00680008607703895,0.5387665714718997,0.06746638281185569,0.0036219913748285278
feature307,23077.0,25.261233196076084,46.58455169466377,0.0,0.78523829392,2.3237915778,6.992356202000001,13.98991897,28.04977437,81.69878832400008,182.17919788400013,3413.985442,0.005035506778566817,0.00680008607703895,0.4573021067554059,0.0044614832579003005,0.003505218584691663
feature308,23077.0,458.6297612341292,435.46097717243566,0.0,2.0,42.0,171.0,335.0,606.0,1291.2000000000007,2089.0,5519.0,0.008650742414460942,0.00680008607703895,0.557532256352644,0.09944397808900096,0.003978260636602897
feature309,23077.0,29662.906703644323,31229.004357923706,0.0,37.75999999999999,2176.6,9777.0,20240.0,38839.0,87598.20000000003,148093.2400000001,786330.0,0.008822896492360663,0.00680008607703895,0.566453702737819,0.10373265799482212,0.002402109585785466
feature310,23077.0,36.88218374254308,47.738305567944124,0.0,0.471404521,3.091206165,11.02522361,22.39543604,43.825411200000005,118.67584060000004,235.29784392400006,895.6116470000001,0.008995050570260383,0.00680008607703895,0.5184979052235875,0.039934395895538155,0.004730934020994414
feature311,23077.0,2898.3950114638646,3542.64460269045,0.0,12.727922059999997,195.05965661999997,829.1409209,1795.6002399999998,3614.850143,9193.239874,17415.741830000046,76152.87725,0.008822896492360663,0.00680008607703895,0.5346231596179029,0.05536698046896116,0.007560106307866029
feature312,23077.0,0.040360518168089554,0.060029304393447135,0.0,0.0,0.0,0.005208333,0.020329138,0.051401869,0.15,0.27777777800000003,1.0,0.18003012696363246,0.00680008607703895,0.4509974696652017,0.013823831242562035,0.006684099923765693
feature313,23077.0,0.04350467820032931,0.07708149054737086,0.0,0.0,0.0,0.002086385,0.014471978,0.050376012000000005,0.18665449200000006,0.37239424588000114,1.0,0.18050355067785667,0.00680008607703895,0.4651138577838607,0.013872894141198078,0.005258559920615107
feature314,23077.0,0.03188636184062045,0.05580308688248495,0.0,0.0,0.0,0.0020356529999999997,0.011588293999999999,0.036528597999999995,0.13213653000000006,0.2912271636800011,0.471404521,0.18050355067785667,0.00680008607703895,0.46399078163660357,0.014139654309552108,0.0024597765539389827
feature315,23077.0,0.017708836139532818,0.02688365543953725,0.0,0.0,0.0,0.00367247,0.010103071,0.022364697000000003,0.05886502660000003,0.11719115404000008,0.471404521,0.1523133204217775,0.00680008607703895,0.4664335769365417,0.024493163872448043,0.0030227735426126036
feature316,23077.0,0.038867894295489036,0.06613250012442551,0.0,0.0,0.0,0.002786726,0.014719157,0.04586362099999999,0.16133073580000015,0.3148408947200023,1.0,0.15270066709705185,0.00680008607703895,0.4747268270650246,0.019890972954600517,0.004973061514000075
feature317,23077.0,3.6625458656204657,13.634022409131742,0.0,0.0,0.0,0.0,0.0,1.699673171,18.66309429200001,54.190780739600925,637.0013082,0.6271573057886809,0.00680008607703895,0.5054929783618964,0.020905637390771337,0.0008611905377647384
